,Gender,MaritalStatus,Travelling,Role,OverTime,Qualifications,Satisfaction,Engagement,Level,Work Experience,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,Age,Daily,Monthly,MonthlyRate,SalaryHike,DistanceFromHome,Turnover
700,1,2,2,7,0,3,3,3,2,6,3,0,0,-0.637157321167198,0.15709786486809552,-0.0909205709621256,0.43459402523935786,-0.2941151238480177,-0.769924697854174,0
701,0,2,2,8,0,3,4,3,2,1,6,1,0,-0.32200884804614116,1.4241474288056104,-0.19132043977376673,0.9629100789110885,-1.0802046366781737,2.1732916138042135,0
702,0,1,2,0,1,1,4,2,2,1,3,1,1,-1.372503758449664,1.6259368038030666,0.17039149069297913,-1.565140815717684,1.0160340642022423,-0.8925587108399401,0
703,0,1,0,4,0,4,4,2,3,7,1,7,1,0.09818911611526797,-1.539340717959355,-0.4940766333220489,0.7828530500593979,0.49197438898213824,-1.0151927238257064,0
704,0,0,2,2,1,2,3,1,1,4,3,0,0,-0.32200884804614116,-0.007149300827508273,-0.7596693095388902,-0.7517460889453679,-0.5561449614580697,0.5790494449892537,1
705,1,1,2,7,0,3,3,1,2,1,5,1,1,-0.2169593570057889,-0.46469497669383314,-0.3613775819082131,-1.235710372535892,2.0641534146424503,0.824317470960786,0
706,1,0,2,4,0,4,1,2,2,1,3,1,1,0.09818911611526797,1.3490630102019059,-0.26642576799332773,-1.6563548334318634,0.22994455137208628,-0.27938864591110935,0
707,1,1,2,7,1,3,3,2,3,0,2,0,0,0.7284860623573817,1.034647007298893,1.0055004770099631,-0.736264810709475,1.8021235770323982,-0.769924697854174,0
708,1,1,2,0,0,2,2,3,2,1,6,1,1,-0.9523057942882549,1.215318889564057,-0.46956038628664815,-0.31771241443997567,-0.8181747990681216,1.8053895748469153,0
709,1,1,0,2,0,3,1,1,1,0,6,0,0,-1.1624047763689596,0.5301735698052527,-0.7614204700414189,0.9407341938704853,-0.2941151238480177,-0.8925587108399401,0
710,1,2,2,5,0,2,2,3,3,4,2,0,0,0.5183870802766771,-1.4712954635997477,2.106980433100468,0.28884685626180806,0.22994455137208628,0.08851339304618913,0
711,0,2,2,2,1,1,4,1,1,8,3,2,2,-0.7422068122075504,-0.6101710377385108,-0.6324183130218102,0.47308801436644277,0.49197438898213824,-0.8925587108399401,0
712,0,1,1,4,0,4,1,2,3,3,3,0,0,-0.2169593570057889,1.7057139985695027,1.8427497706078153,-0.6214801982037109,0.7540042265921902,-0.769924697854174,0
713,1,2,2,2,0,2,4,3,1,1,4,1,1,-0.4270583390864935,-0.8823520551769399,-1.0993944470294434,0.8938719462375123,-0.5561449614580697,2.0506576008184476,1
714,1,0,2,0,0,5,3,2,2,4,4,2,2,1.8840304638012568,0.2486070000413605,-0.108237602598242,0.18563833468918908,-0.8181747990681216,2.418559639775746,0
715,0,2,2,5,0,3,1,3,4,9,2,9,9,1.8840304638012568,0.5043633009102293,2.532317861825754,0.09958474305364055,-0.5561449614580697,-0.8925587108399401,0
716,0,0,2,7,0,4,4,4,2,3,1,2,2,0.6234365713170295,-0.4318455435547124,-0.2710955293334041,1.021906301377599,-1.0802046366781737,0.7016834579750199,0
717,0,1,1,0,1,4,4,2,2,7,2,2,0,-0.7422068122075504,1.4546504738633654,-0.05784309480325158,-0.20739087313735183,-1.0802046366781737,-0.8925587108399401,0
718,0,0,2,2,0,1,2,3,1,1,3,1,0,-0.8472563032479026,-0.4600022005311016,-0.7370987963951879,0.7774136820305706,-0.0320852862379657,-0.5246566718826416,0
719,1,2,2,0,1,3,1,2,3,8,6,2,2,-0.006860374925084314,0.7249237805586115,1.2924962260354877,1.355520873812335,-0.5561449614580697,-1.0151927238257064,0
720,1,0,0,4,0,3,3,3,3,4,2,4,0,-0.637157321167198,1.6587862369421873,1.3853077326695047,-0.7213414163739748,-0.5561449614580697,-0.034120619939577025,0
721,1,1,2,0,0,4,4,3,2,4,2,3,0,-0.2169593570057889,-0.2441344970454509,-0.244438975017135,-1.5848062232065208,-0.0320852862379657,-0.27938864591110935,0
722,0,1,2,2,1,3,3,3,2,1,2,1,0,1.9890799548416092,1.2505147107845436,-0.7289267140500544,1.27518559215581,-1.0802046366781737,-1.0151927238257064,0
723,0,1,0,7,0,3,4,3,2,2,2,2,2,-1.372503758449664,0.9126348270678729,0.2832440564114905,-0.05369385857920844,-0.2941151238480177,-1.0151927238257064,0
724,0,1,2,2,1,4,3,4,2,6,0,4,1,-0.4270583390864935,1.0487253357870876,-0.21914443442505488,0.719393756389747,1.8021235770323982,-0.8925587108399401,0
725,0,0,2,7,0,3,4,3,2,7,2,0,0,1.1486840265187908,-0.5022371859956855,-0.5263758159242435,-1.5888508814843667,-0.8181747990681216,2.1732916138042135,0
726,0,1,0,2,0,2,4,3,2,3,5,3,0,1.5688819906802,-1.1686114011035635,-0.2734304100034422,1.385507133458434,1.5400937394223462,-0.8925587108399401,1
727,1,1,2,4,0,4,2,2,2,2,4,2,0,1.4638324996398477,0.8891709462542152,-0.3508706188930414,1.688019678446286,-0.2941151238480177,0.33378141901772146,0
728,0,2,2,6,0,3,1,3,1,9,0,1,0,1.7789809727609045,-0.1244687048957967,-0.8686304074740047,-1.7315296890097576,-1.0802046366781737,1.560121548875383,1
729,0,2,2,0,0,4,4,3,3,2,3,0,0,0.41333758923632485,1.6611326250235532,2.1367501616434543,0.10906876936031365,0.49197438898213824,-0.15675463292534317,0
730,0,0,2,0,0,3,2,3,3,5,2,4,1,0.41333758923632485,-0.6500596351217288,1.3092295375040945,0.02719930697770914,-0.5561449614580697,1.3148535229038507,0
731,0,0,0,3,1,4,4,4,4,2,2,2,2,1.7789809727609045,0.09139899858985401,2.3834692191108204,-1.0044674958231863,-0.5561449614580697,-0.8925587108399401,0
732,1,2,0,0,0,3,3,2,2,4,2,4,0,-0.006860374925084314,1.7057139985695027,-0.35806983429232575,1.1287410683027697,-1.0802046366781737,-0.034120619939577025,1
733,1,1,2,7,1,2,3,4,2,1,3,1,0,0.9385850444380863,0.14301953637990092,-0.07340896593683935,1.3196768332121147,1.0160340642022423,-0.8925587108399401,0
734,1,1,2,3,0,3,3,3,4,6,6,4,4,1.4638324996398477,0.3588872398655516,2.0320696782700765,0.7226015888170041,-0.8181747990681216,-0.8925587108399401,0
735,1,1,1,3,0,2,3,3,5,3,2,3,3,1.3587830085994954,0.8539751250337287,2.442619529418454,1.4717001960690805,-0.5561449614580697,2.418559639775746,0
736,0,1,0,2,0,1,3,4,2,2,2,2,1,-0.5321078301268457,-0.1385470333839913,-0.4039891541364097,1.4443638849498464,-1.0802046366781737,1.0695854969323184,0
737,1,2,0,8,0,1,2,3,1,1,3,0,0,-1.4775532494900163,-0.384917781927397,-0.9176629015448061,1.491226132582819,-0.2941151238480177,-0.4020226588968755,0
738,1,1,0,7,1,1,3,1,3,4,2,4,4,0.20323860715562025,-0.05876983861755518,0.7381566402905931,-1.4237172469681763,-1.0802046366781737,-0.15675463292534317,1
739,1,1,2,2,0,4,1,2,1,1,2,1,1,-1.1624047763689596,1.0182222907293326,-0.7565561353121727,0.2948441081910278,-0.8181747990681216,-0.8925587108399401,0
740,0,1,2,6,0,4,1,2,1,4,2,3,1,-0.5321078301268457,-1.337551342961899,-0.77270572661327,-0.9534211189372693,1.0160340642022423,2.1732916138042135,0
741,1,1,2,4,0,4,4,3,2,2,5,2,1,0.5183870802766771,-0.992632295001131,-0.19890880195139077,0.015065332144171502,0.49197438898213824,-0.8925587108399401,0
742,0,0,1,0,1,4,1,2,2,2,3,2,2,-0.5321078301268457,1.4546504738633654,-0.2742087035601216,0.7369670992521118,-1.0802046366781737,0.33378141901772146,0
743,1,0,0,3,1,4,2,3,5,1,2,1,1,0.3082880981959725,-0.5327402310534404,2.1161253823914508,-0.9058615164288057,1.8021235770323982,-0.8925587108399401,0
744,1,1,2,6,0,4,1,2,1,1,4,1,1,-1.0573552853286072,0.38704389684194085,0.33850289893572705,0.8908035847853534,-0.8181747990681216,-0.8925587108399401,0
745,1,0,1,4,0,4,1,3,2,1,0,1,0,-0.637157321167198,-1.5158768371456974,-0.18528866470950148,-0.28688932894328806,-0.8181747990681216,-1.0151927238257064,1
746,1,1,2,7,0,4,1,2,4,2,3,2,2,0.41333758923632485,-0.15731813803491745,0.8126782483426446,0.7523089065129065,-0.5561449614580697,1.3148535229038507,0
747,0,2,2,8,1,3,3,1,1,1,1,0,0,-0.7422068122075504,-1.1310691918017113,-0.8227110876299207,-1.6033558628945725,-0.5561449614580697,-1.0151927238257064,1
748,1,0,2,2,0,5,3,3,1,1,1,1,0,-2.002800704691778,-1.1568794606967348,-0.3884232830028219,0.16025461722132875,0.49197438898213824,0.08851339304618913,1
749,0,2,1,2,1,3,2,2,1,1,2,0,0,-1.7927017226110733,-0.4576558124497358,-0.8182358996790142,-0.7096258544657315,1.2780639018122941,2.29592562678998,1
750,0,2,2,7,0,3,2,4,2,1,3,1,1,0.9385850444380863,-0.7650326511086515,0.40563071819932434,-0.9174376073619508,-0.5561449614580697,-1.0151927238257064,0
751,1,0,0,3,0,2,3,2,4,2,3,2,0,1.6739314817205524,-1.4548707470301874,0.7155861271468908,0.40893136582130124,-0.5561449614580697,-0.4020226588968755,0
752,1,0,2,3,0,5,3,2,4,3,5,0,0,0.833535553397734,0.9126348270678729,1.8349668350410215,0.7974975024447019,-1.0802046366781737,-0.8925587108399401,0
753,1,1,2,6,0,4,3,3,2,4,3,4,1,1.253733517559143,-0.8518490101191849,0.14606981704674823,0.13668402242974415,-0.5561449614580697,-0.27938864591110935,0
754,0,1,0,6,0,4,3,3,1,0,2,0,0,-0.1119098659654366,0.34246252329599125,-0.7258135398233369,-0.5536973043060179,-0.0320852862379657,-0.8925587108399401,0
755,1,1,2,5,1,4,3,3,4,3,2,3,3,1.8840304638012568,-1.4853737920879424,2.0379068799451723,0.6926153291709053,0.7540042265921902,-0.15675463292534317,0
756,1,2,2,6,1,1,4,3,1,3,3,2,0,-1.687652231570721,-0.5444721714602693,-0.8472273346653215,-1.2838278589447483,0.49197438898213824,-0.15675463292534317,0
757,0,1,0,8,0,2,2,3,1,7,3,2,2,0.41333758923632485,1.2552074869472751,-0.8271862755808272,-0.7839638841930368,-1.0802046366781737,-0.8925587108399401,0
758,1,0,0,2,0,3,4,3,1,1,2,0,0,-1.7927017226110733,-0.8753128909328426,-0.6604368810622682,-0.7525829147959567,-0.0320852862379657,-1.0151927238257064,0
759,0,2,2,7,1,4,1,3,3,0,4,0,0,0.41333758923632485,-0.9996714592452284,2.3173142667930726,1.1631903991520085,-0.8181747990681216,-0.8925587108399401,0
760,0,0,0,0,0,2,3,3,4,7,5,7,0,0.6234365713170295,1.6611326250235532,0.7113055125851542,1.2739303533799269,-0.5561449614580697,0.7016834579750199,0
761,1,0,2,7,0,2,3,2,3,1,1,1,1,-0.8472563032479026,1.034647007298893,-0.2691497954417056,-1.0475640271285096,-0.5561449614580697,0.5790494449892537,0
762,0,0,2,2,0,4,1,3,1,1,3,1,1,0.41333758923632485,0.2040256264954109,-1.0962812728027258,-0.369177204251187,0.7540042265921902,-1.0151927238257064,1
763,1,0,2,7,1,4,3,3,2,2,3,1,0,-0.1119098659654366,0.7976618110809504,0.4112733464852499,0.2789444170298406,-1.0802046366781737,1.1922195099180846,0
764,0,1,2,1,0,1,2,3,1,1,5,1,0,-0.637157321167198,0.6029116003275915,-0.8462544677194722,-0.053414916629012175,-0.5561449614580697,-1.0151927238257064,0
765,0,0,2,2,0,3,4,3,1,1,3,1,0,-0.006860374925084314,0.6709568546871988,-0.838860678931018,-1.7315296890097576,-0.8181747990681216,-0.6472906848684078,0
766,0,1,1,7,0,2,2,4,3,1,3,1,1,-0.2169593570057889,-0.4294991554733466,-0.28958000130453954,1.4581715114845615,-1.0802046366781737,0.08851339304618913,0
767,1,1,0,7,0,1,3,2,2,0,3,0,0,-0.9523057942882549,-1.2671597005209259,0.3725532420404503,-1.3933125743967831,0.49197438898213824,-0.8925587108399401,0
768,0,1,1,0,1,2,3,2,2,1,3,1,0,-0.9523057942882549,0.6803424070126619,-0.3537892197305891,-1.1581645103813296,-1.0802046366781737,0.5790494449892537,0
769,0,1,1,0,0,4,4,3,3,8,3,2,2,0.41333758923632485,-0.5374330072161719,-1.075851066939892,-0.7262229005024095,-0.5561449614580697,-0.769924697854174,0
770,0,1,2,7,0,5,1,3,3,5,2,5,0,0.833535553397734,-1.529955165633892,0.10015049720266431,1.7168901702915995,-0.8181747990681216,-0.4020226588968755,0
771,0,2,2,8,0,3,4,2,1,6,3,3,1,-1.687652231570721,0.5184416293984239,-0.8104529641122203,-0.6735028719153149,1.2780639018122941,-0.034120619939577025,0
772,0,0,2,7,0,3,2,3,2,5,3,3,1,0.5183870802766771,0.5724085552698366,-0.13761818436288892,-1.7298560373085798,-1.0802046366781737,-0.8925587108399401,0
773,1,0,0,4,1,2,1,2,2,2,2,0,0,-0.5321078301268457,0.26033894044818934,-0.3773325998201406,0.37936351910049687,-0.5561449614580697,-0.034120619939577025,1
774,1,1,2,1,1,3,3,3,3,1,2,1,0,-0.9523057942882549,-0.047037898210726334,0.16377599546120433,-0.06624624633804048,-0.5561449614580697,-1.0151927238257064,0
775,0,2,2,0,0,3,4,4,2,3,2,0,0,-0.637157321167198,0.8891709462542152,-0.30981563377820365,0.2534212285868821,0.7540042265921902,-0.034120619939577025,0
776,1,1,2,7,0,3,2,2,3,4,5,4,2,0.9385850444380863,-0.7509543226204569,0.705273737520889,1.5191203276024459,-0.2941151238480177,-0.15675463292534317,1
777,1,0,2,6,1,4,3,3,1,4,3,2,2,0.09818911611526797,-0.5374330072161719,-0.5592587186939477,0.664163250250886,-0.8181747990681216,-1.0151927238257064,0
778,0,1,2,6,0,3,3,3,1,2,2,2,2,1.0436345354784387,1.3044816366559562,-0.774067740337459,0.4987506737844994,2.588213089862554,0.08851339304618913,0
779,1,1,2,8,1,5,4,1,1,7,4,1,1,-0.2169593570057889,-0.6430204708776315,-0.04616869145306075,-0.9172981363868526,0.49197438898213824,-0.8925587108399401,0
780,1,2,1,0,0,3,3,1,2,1,2,1,1,-0.4270583390864935,-1.2953163574973152,0.030882370658198717,-0.5492342331028777,-0.5561449614580697,2.1732916138042135,0
781,1,1,2,6,1,1,3,3,1,1,4,1,1,-1.2674542674093117,1.7174459389763315,-0.667052376294043,1.200150207553014,-0.5561449614580697,1.9280235878326815,0
782,0,2,0,7,1,5,2,3,3,1,2,1,0,-0.32200884804614116,0.5559838387002761,0.5247096323712708,1.3009877225489648,-0.2941151238480177,0.7016834579750199,0
783,0,1,2,2,0,3,4,2,1,1,3,1,1,-0.2169593570057889,-1.529955165633892,-0.7402119706219056,-0.6850789628484599,-1.0802046366781737,-0.8925587108399401,0
784,1,1,2,5,0,4,3,2,5,1,3,1,1,0.5183870802766771,-1.4971057324947712,1.2946365333163559,0.6888496128432556,0.22994455137208628,2.1732916138042135,0
785,1,0,0,6,0,3,4,3,1,7,2,2,0,-1.687652231570721,-0.17843563076720936,-0.8349692111476211,-0.651745399800006,-0.5561449614580697,1.6827555618611492,0
786,0,2,2,8,1,3,1,3,1,1,2,0,0,-1.4775532494900163,1.3842588314223925,-1.0560045812445675,0.5039110998631303,-0.5561449614580697,0.33378141901772146,1
787,0,1,2,2,0,3,1,3,1,0,4,0,0,0.09818911611526797,-0.5796679926807558,-0.5575075581914191,0.3110227413024113,0.7540042265921902,-1.0151927238257064,0
788,0,1,2,8,0,5,2,2,1,3,4,0,0,-0.637157321167198,1.4171082645615132,-1.0779913742207603,-0.7440751853149705,-1.0802046366781737,-1.0151927238257064,1
789,0,1,2,7,1,1,4,3,2,1,2,1,1,-1.5826027405303686,1.7057139985695027,-0.42130618577252604,0.9668152662138363,-0.2941151238480177,0.5790494449892537,0
790,0,1,2,8,0,5,1,3,1,1,2,1,0,-0.1119098659654366,1.1730839040994732,-0.7509135070262472,0.7656981201223274,-0.0320852862379657,0.08851339304618913,0
791,1,1,2,7,0,1,2,4,2,6,2,4,1,-0.006860374925084314,1.0534181119498192,-0.10395698803650535,0.7251120663687705,-0.8181747990681216,2.1732916138042135,0
792,0,2,2,2,0,2,4,4,2,2,2,1,0,-0.006860374925084314,0.20167923841404511,-0.43901236418698214,0.28591796578474726,-0.8181747990681216,-1.0151927238257064,0
793,0,1,2,6,0,3,1,3,2,1,2,1,0,-0.2169593570057889,-1.2131927746495133,-0.2516381904164193,-1.055095459783809,-0.0320852862379657,0.4564154320034876,0
794,0,2,2,6,0,4,2,3,2,1,2,1,1,-1.0573552853286072,0.01631457998614941,-0.47948362913431036,-0.7159020483451475,0.22994455137208628,-0.6472906848684078,1
795,0,0,1,2,0,2,3,4,1,2,5,1,0,-0.32200884804614116,0.11955565556624322,-0.18723439860119995,-0.03765469644292306,-0.8181747990681216,1.4374875358896169,0
796,0,0,2,2,0,3,3,3,1,1,3,1,1,-1.5826027405303686,-0.922240652560158,-0.8135661383389379,-1.5411518080008049,0.22994455137208628,1.1922195099180846,0
797,0,1,1,5,0,4,1,2,3,4,0,4,0,-0.1119098659654366,-0.9809003545943021,0.7428264016306695,0.06764588975616793,-0.8181747990681216,0.5790494449892537,0
798,0,1,2,6,0,4,4,3,2,4,2,0,0,-0.5321078301268457,1.520349340141607,-0.9711705835665141,-1.3164640671177115,-0.8181747990681216,0.08851339304618913,0
799,0,1,2,6,1,1,3,3,1,1,2,1,1,-1.0573552853286072,-1.4830274040065765,-0.7839909831851212,-0.9159034266358713,-0.5561449614580697,0.7016834579750199,0
800,0,2,0,5,0,1,3,3,3,6,0,2,2,1.4638324996398477,1.0323006192175272,0.6505986151641618,-0.877967321409179,2.588213089862554,-1.0151927238257064,1
801,0,2,2,8,0,3,2,3,1,1,3,0,0,-1.2674542674093117,-0.415420826985152,-0.7514972271937567,0.3295723809904631,0.7540042265921902,2.0506576008184476,0
802,0,2,1,5,0,4,2,3,3,3,6,2,2,0.5183870802766771,-1.0325208923843492,0.14237292265252113,1.2182814343157715,-1.0802046366781737,1.8053895748469153,0
803,0,1,2,1,1,4,4,4,1,1,4,1,1,-0.637157321167198,-0.7533007107018226,-0.25494593803230675,-1.7150721139481777,-0.5561449614580697,2.0506576008184476,0
804,0,1,2,7,0,4,4,3,2,5,3,0,0,0.7284860623573817,1.2716322035168355,-0.5290998433726214,-1.3308295775528192,0.7540042265921902,-0.769924697854174,0
805,0,2,2,0,0,3,1,2,2,8,2,2,1,0.41333758923632485,-0.03765234588526326,-1.0962812728027258,1.2990351288975908,-0.2941151238480177,1.3148535229038507,1
806,1,0,0,7,0,4,3,3,4,3,5,0,0,0.833535553397734,-1.1193372513948825,1.6647151195174053,-0.29999960060251263,-1.0802046366781737,0.824317470960786,0
807,0,1,0,4,0,4,3,3,4,4,2,0,0,1.8840304638012568,-0.7368759941322622,2.5410736643383967,-1.5185575100349074,-1.0802046366781737,-1.0151927238257064,0
808,0,2,2,4,0,3,3,3,2,6,2,2,0,1.0436345354784387,1.3443702340391743,-0.45555110226641915,1.63167340450664,-0.5561449614580697,-1.0151927238257064,0
809,0,2,2,6,1,3,1,3,1,1,2,1,1,-1.687652231570721,0.668610466605833,-1.028569733371619,0.02315464869986326,0.7540042265921902,0.21114740603195528,1
810,1,1,0,0,0,4,4,3,3,3,2,3,2,1.4638324996398477,-0.9668220261061076,0.3877299663956984,-1.2034925772882232,-1.0802046366781737,-0.8925587108399401,0
811,0,1,2,3,0,3,3,3,3,3,3,3,3,-0.7422068122075504,-0.384917781927397,2.1750811193099144,-0.22845099037717004,-1.0802046366781737,-0.4020226588968755,0
812,1,2,2,2,1,2,4,3,1,1,2,0,0,-0.8472563032479026,-0.39664972233422585,-1.0863580299550637,1.5637510396338488,-1.0802046366781737,-0.5246566718826416,1
813,0,1,0,2,0,4,3,3,1,9,2,2,1,0.7284860623573817,0.8680534535219233,-0.9020970304112184,-1.5831325715053433,-0.5561449614580697,-1.0151927238257064,0
814,0,1,2,7,0,3,4,3,3,9,1,0,0,0.3082880981959725,0.253299776204092,-1.0941409655218575,0.0036287121861245334,0.7540042265921902,-1.0151927238257064,1
815,0,2,2,2,1,3,4,2,1,2,2,2,0,-0.4270583390864935,-0.4318455435547124,-0.8489784951678501,-1.1829903439487974,0.22994455137208628,-0.8925587108399401,0
816,0,2,2,2,1,3,4,4,1,1,3,1,0,-0.8472563032479026,-0.6219029781453396,-0.8781645035433272,-0.8993063805991934,-0.5561449614580697,1.0695854969323184,0
817,1,1,2,2,0,2,3,4,1,9,2,1,0,-0.32200884804614116,0.2251431192277028,-0.7367096496168483,-1.2963802467035803,2.3261832522525023,0.7016834579750199,0
818,0,0,2,6,1,3,4,3,1,3,2,3,0,-0.637157321167198,-1.4759882397624793,-0.7285375672717147,1.0284614372072114,-0.5561449614580697,-0.034120619939577025,0
819,1,1,2,6,0,3,2,2,1,1,2,1,1,-1.0573552853286072,-1.1404547441271744,-0.8845854253859321,0.6655579600018674,-0.2941151238480177,-0.769924697854174,0
820,1,1,2,2,1,1,3,2,1,1,2,1,0,-0.8472563032479026,0.9783336933461144,-0.896259828736123,-1.7150721139481777,-0.0320852862379657,0.9469514839465522,0
821,0,2,0,2,1,2,1,2,2,0,2,0,0,0.41333758923632485,-0.26759837785910856,-0.17575456864017897,-0.6103225201958603,0.49197438898213824,-0.5246566718826416,1
822,1,2,2,0,0,3,4,3,2,1,6,1,1,-1.1624047763689596,-0.23944172088271934,-0.40632403480644785,0.38466341615422595,1.0160340642022423,-0.27938864591110935,1
823,0,1,0,3,1,3,3,3,3,9,3,7,5,1.4638324996398477,-0.830731517386893,2.535431036052471,1.5877400473507277,-0.8181747990681216,-0.27938864591110935,1
824,1,0,2,0,1,4,4,2,2,4,2,4,4,-0.7422068122075504,1.4874999070024861,0.036719572333294134,0.6136747572653616,-0.2941151238480177,0.824317470960786,0
825,0,0,2,6,1,3,3,3,2,1,2,0,0,1.8840304638012568,1.0698428285193795,-0.3985410992396539,-1.042961484950271,0.49197438898213824,0.824317470960786,1
826,1,0,0,7,0,3,3,3,2,4,3,4,3,-0.637157321167198,-0.35206834878827625,-0.469754959675818,-0.42426823941494984,0.22994455137208628,-0.769924697854174,0
827,1,1,0,6,1,3,4,3,1,3,2,0,0,2.304228427962666,1.52973489246707,-0.9106582595346916,0.013670622393190165,0.22994455137208628,1.4374875358896169,1
828,1,0,2,7,0,4,3,3,2,1,3,1,1,-0.2169593570057889,-1.0254817281402517,-0.3913418838403696,-0.00836579167231497,1.0160340642022423,-0.4020226588968755,0
829,0,0,2,6,0,2,4,3,1,1,2,1,1,-0.9523057942882549,1.6845965058372108,-0.41293953003822265,-0.44365470495359044,-0.8181747990681216,-1.0151927238257064,0
830,0,1,0,2,1,1,3,3,1,1,3,0,0,1.3587830085994954,0.506709688991595,-0.6427307026478121,-1.5325046075447206,-0.0320852862379657,-0.8925587108399401,0
831,0,2,2,2,1,4,1,3,1,8,2,0,0,0.41333758923632485,0.13832676021716936,-0.4643069047790623,0.7972185604945056,0.22994455137208628,0.824317470960786,1
832,1,1,2,2,0,2,3,3,1,1,3,1,0,-1.1624047763689596,-0.9316262048856211,-0.5633447598665144,0.39303167466011396,-1.0802046366781737,-0.034120619939577025,0
833,1,1,2,6,0,3,1,3,1,1,2,1,0,-0.9523057942882549,0.1594442529494613,-0.34211481638039826,1.3354370533982038,-0.2941151238480177,0.7016834579750199,0
834,0,1,0,0,0,1,2,3,2,1,2,1,1,-0.5321078301268457,0.8117401395691449,-1.0962812728027258,1.4977812684124314,1.2780639018122941,-0.27938864591110935,0
835,0,1,2,5,0,4,2,2,5,2,2,2,1,1.253733517559143,-0.6359813066335342,2.096668043474466,0.030825552330260617,-0.8181747990681216,-0.6472906848684078,0
836,0,0,1,2,0,2,1,2,1,0,2,0,0,-1.2674542674093117,-0.48581246942612505,-0.21486381986331823,1.1848084002922192,-1.0802046366781737,0.33378141901772146,0
837,1,2,0,6,0,3,2,3,1,1,3,1,1,-1.1624047763689596,-0.7814573676782118,-0.9137714337614092,-0.6283142759835195,-0.5561449614580697,-0.6472906848684078,1
838,0,1,0,0,0,3,1,3,3,1,3,1,1,1.253733517559143,0.5911796599207627,1.3103969778391136,1.5306964185355911,-0.5561449614580697,-0.6472906848684078,0
839,0,1,2,7,0,3,2,1,2,7,4,2,0,-0.2169593570057889,-0.9715148022688391,-0.1372290375845492,0.28536008188435474,0.49197438898213824,-0.8925587108399401,1
840,0,1,2,6,0,4,4,3,1,1,6,1,1,1.253733517559143,-1.539340717959355,-0.4565239692122684,-0.507811353498732,0.49197438898213824,-0.8925587108399401,0
841,1,0,0,2,1,3,1,4,2,5,2,5,1,0.5183870802766771,0.4105077776555985,-0.08041360794695385,-0.21854855114520255,-0.5561449614580697,-0.15675463292534317,0
842,0,1,0,6,0,1,4,2,1,1,0,0,0,-1.2674542674093117,1.1331953067162552,-0.8734947422032509,0.13849714510601988,1.2780639018122941,2.0506576008184476,0
843,0,2,2,4,0,4,3,2,3,4,2,4,0,-0.637157321167198,-0.6735235159353865,1.4131317273207928,-0.12858977220690626,2.588213089862554,-0.27938864591110935,0
844,0,0,2,0,0,3,4,3,4,4,2,2,0,0.3082880981959725,-0.5655896641925612,0.99674467449732,-0.69553928598082,-1.0802046366781737,-0.034120619939577025,0
845,0,0,1,7,0,3,2,3,3,4,2,4,4,1.4638324996398477,-0.24882727320818243,0.7543062315916904,1.1305541909790453,-0.8181747990681216,-1.0151927238257064,0
846,0,0,0,6,1,1,4,3,1,6,3,0,0,-0.9523057942882549,-0.9245870406415237,-1.042579017391848,-1.5145128517570614,-0.0320852862379657,-0.4020226588968755,0
847,0,1,2,4,0,1,4,1,3,1,0,1,1,-0.2169593570057889,-0.0939656598380417,-0.6345586203026785,1.605731803138387,-0.8181747990681216,-0.8925587108399401,1
848,0,1,2,7,0,3,1,2,3,3,2,3,3,0.41333758923632485,1.6799037296744792,1.3448364677221765,-1.234734075710205,-0.0320852862379657,-0.15675463292534317,0
849,0,0,0,5,0,3,3,3,3,1,3,1,1,-0.4270583390864935,-0.35910751303237354,0.6807574904854882,1.6364154176599763,-0.8181747990681216,-0.034120619939577025,0
850,1,1,2,5,0,2,1,3,5,6,3,4,0,0.7284860623573817,-1.1803433415103926,1.2784869420152587,0.5073978742405837,-1.0802046366781737,-0.5246566718826416,0
851,0,2,2,2,0,1,2,1,1,1,4,0,0,-1.0573552853286072,-0.3919569461714943,-0.869408701030684,-0.07782233727118558,0.22994455137208628,-0.034120619939577025,1
852,0,1,2,7,0,4,4,3,3,6,2,4,1,1.8840304638012568,-0.7626862630272857,-1.0803262548907984,1.0339008052360386,-0.2941151238480177,-0.6472906848684078,0
853,1,0,1,7,0,4,1,3,3,2,2,1,0,0.833535553397734,-1.2483885958699998,2.4239404840581487,-0.15718132210202368,-1.0802046366781737,-0.27938864591110935,0
854,0,2,0,6,0,4,4,3,1,1,3,1,1,1.4638324996398477,-0.14089342146535708,-0.8517025226162279,-0.592330764408201,-0.8181747990681216,-0.034120619939577025,0
855,1,1,1,4,0,5,1,3,3,4,2,0,0,-0.32200884804614116,0.9079420509051415,0.23070924133563175,1.294990470619745,0.7540042265921902,0.7016834579750199,0
856,0,1,1,3,1,1,4,4,5,3,4,0,0,1.4638324996398477,-0.51631551448388,1.8871125033385405,1.7258163126978803,-0.2941151238480177,1.0695854969323184,0
857,1,0,2,0,0,4,1,2,5,4,2,3,0,0.6234365713170295,-0.9105087121533291,0.7350434660638756,-1.7298560373085798,-0.5561449614580697,-0.034120619939577025,0
858,0,1,2,7,0,2,4,3,3,1,2,1,0,0.09818911611526797,1.5860482064198484,0.5214018847553834,-0.6867526145496375,0.7540042265921902,-0.6472906848684078,0
