,Gender,MaritalStatus,Travelling,Vertical,Education,Role,OverTime,Age,Turnover,Qualifications,Satisfaction,Engagement,Level,Daily,Hour,Monthly,MonthlyRate,Work Experience,SalaryHike,Last Rating,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
469,1,0,0,1,3,2,0,29,0,1,3,3,1,1343,76,2609,8132,1,14,3,3,2,1,1,0,1,2
470,1,2,2,1,0,2,0,22,1,3,2,4,1,107,57,2300,15176,1,16,3,3,3,1,1,1,1,4
471,0,2,0,2,3,3,0,51,0,5,1,3,4,1348,46,13266,7532,1,11,3,3,4,1,1,1,1,10
472,0,1,0,1,5,0,0,52,0,3,4,2,4,1228,68,13741,9078,2,11,3,3,3,2,2,2,2,8
473,0,1,2,1,4,5,0,35,0,3,4,3,2,917,31,6932,21551,1,15,3,3,3,1,1,1,1,12
474,1,2,2,2,2,7,0,31,0,3,4,3,2,593,91,4503,14568,1,18,3,2,3,1,1,1,1,10
475,0,1,2,2,2,7,0,28,1,2,1,3,2,170,90,6337,14079,1,12,3,2,3,1,1,0,0,9
476,1,2,2,2,1,7,1,33,0,3,1,3,3,1442,96,8242,2125,2,14,3,3,3,0,0,0,0,14
477,1,0,0,1,4,0,1,47,0,2,3,2,2,109,57,6337,26897,5,12,3,3,2,5,5,0,5,20
478,0,0,0,2,1,7,1,34,0,4,1,3,3,111,92,18844,9018,1,15,3,2,3,1,1,1,1,6
479,0,2,2,1,1,4,0,36,1,2,3,2,3,481,48,7800,22137,4,15,3,2,3,4,4,0,4,6
480,1,1,2,1,3,6,0,47,0,5,1,3,1,1126,76,2940,6966,0,17,3,0,4,0,0,0,0,2
481,0,2,0,1,1,2,0,36,0,3,3,3,1,585,52,1823,16619,1,12,3,5,4,1,1,1,1,2
482,0,2,2,2,2,8,0,28,0,3,3,3,1,137,90,4451,21318,0,11,3,2,4,0,0,0,0,6
483,0,1,2,1,1,2,1,19,0,3,3,4,1,424,92,3106,13507,3,17,3,2,3,2,2,2,2,16
484,1,0,2,1,3,5,0,44,0,2,3,3,4,469,75,18412,16275,9,21,4,6,2,9,8,5,7,29
485,0,0,2,1,3,0,0,36,0,4,3,3,2,787,35,5575,26933,1,12,3,3,2,1,1,1,1,2
486,0,2,2,2,1,3,0,48,0,3,2,2,4,682,86,19478,6528,7,12,3,1,3,7,0,0,4,3
487,1,1,2,1,1,4,0,28,0,3,1,2,2,385,78,4244,17628,5,14,3,1,2,1,0,0,0,3
488,0,1,0,1,1,0,0,33,0,3,1,3,2,1023,85,9518,3956,1,20,4,2,3,1,1,0,1,5
489,0,1,1,1,5,4,0,33,0,3,3,3,3,398,75,13731,15966,1,21,3,3,2,1,1,1,1,1
490,0,1,2,2,1,8,0,20,0,2,3,2,1,138,98,3664,19436,1,11,3,0,3,1,1,0,1,2
491,0,2,0,1,3,6,0,26,1,3,4,3,1,641,34,4501,26638,1,13,3,5,3,1,1,1,1,10
492,1,1,1,1,3,0,0,40,0,2,2,4,2,942,94,5620,10019,2,19,3,2,2,2,1,1,0,2
493,0,2,2,1,3,6,0,31,0,2,2,2,1,682,83,4593,18231,1,11,3,3,3,0,0,0,1,23
494,1,2,2,1,1,6,0,27,0,3,3,3,1,1157,70,3205,4850,1,13,3,1,2,1,1,0,0,15
495,1,0,2,1,1,6,1,33,0,3,4,3,1,923,66,3241,9628,5,11,3,2,4,5,2,0,2,28
496,1,1,1,1,3,6,0,25,0,1,4,2,1,1159,69,3192,5491,2,13,3,2,1,2,2,1,2,2
497,1,0,0,1,3,2,0,29,0,3,1,3,1,350,97,2901,11721,4,11,3,0,2,4,2,1,1,21
498,0,1,2,2,2,7,0,36,0,4,3,2,2,867,39,5229,24552,8,17,3,4,1,8,7,5,7,26
499,0,0,2,1,3,6,0,30,0,1,1,4,1,1299,85,3326,7563,7,19,3,2,2,5,2,1,2,1
500,0,1,2,1,5,3,0,47,0,4,4,2,5,1262,56,17410,2243,3,11,3,2,3,3,2,0,3,1
501,0,0,2,1,4,2,1,32,0,2,3,3,2,382,86,4782,19298,4,15,3,3,1,4,3,1,4,13
502,0,2,0,2,1,7,0,41,0,3,3,3,2,776,50,9234,12663,4,16,3,1,3,4,4,0,4,7
503,0,2,2,2,3,7,1,21,0,1,3,1,3,879,40,8428,25074,1,11,3,3,2,1,1,0,1,5
504,1,2,0,1,3,2,1,58,0,2,3,2,2,1174,74,4907,23586,3,16,3,2,3,3,2,0,3,20
505,1,0,2,1,1,4,0,37,0,4,2,1,2,1307,52,6016,16662,1,11,3,3,3,1,1,1,1,29
506,0,0,2,1,3,6,0,34,0,4,4,3,1,461,82,3219,10675,3,12,3,4,3,3,2,1,2,5
507,1,2,2,2,2,8,0,48,0,2,4,3,2,230,78,4999,10298,0,25,4,2,3,0,0,0,0,1
508,0,2,2,2,5,8,0,18,1,2,1,2,1,575,32,2190,5297,1,13,3,6,3,1,0,0,0,2
509,0,2,2,1,3,6,0,31,0,3,3,3,1,460,58,2071,4182,1,23,4,6,3,1,0,0,0,4
510,0,2,2,1,1,6,1,36,1,5,3,4,1,1134,51,3631,6335,1,21,4,3,3,1,0,0,1,25
511,1,2,2,2,2,7,0,42,1,2,2,3,3,443,56,15411,9455,6,13,3,2,3,6,1,0,6,21
512,1,1,2,1,4,6,0,49,0,3,3,4,1,422,76,2886,16242,1,14,3,5,2,1,1,1,1,5
513,0,2,2,0,0,1,0,27,1,3,4,4,1,1425,44,1118,13723,0,11,3,2,3,0,0,0,0,19
514,0,1,2,2,1,7,1,30,1,4,1,4,2,564,92,7906,16747,9,15,3,5,3,5,3,1,0,2
515,0,2,1,2,1,7,0,28,1,3,2,1,3,1424,44,17063,21873,1,18,3,5,3,1,1,1,1,5
516,1,1,2,1,1,3,1,35,0,4,4,3,4,176,76,17673,9454,9,18,3,2,3,7,4,0,7,28
517,0,0,2,1,1,4,0,47,0,2,4,2,2,366,33,4113,26876,4,15,3,2,3,3,2,1,4,1
518,1,2,2,2,1,8,0,29,0,3,3,2,1,1068,70,2760,9585,2,21,4,2,1,2,1,0,2,2
519,1,1,2,2,2,7,0,35,0,2,4,3,3,400,40,9280,22013,4,25,4,3,3,0,0,0,0,19
520,1,1,0,2,1,7,0,50,0,2,4,3,2,1495,56,6303,2227,1,13,3,3,3,1,1,1,1,27
521,0,2,2,2,3,3,0,50,0,4,4,3,4,1068,92,19439,4759,3,14,3,5,1,3,2,0,2,4
522,1,1,2,2,5,7,0,18,0,2,3,3,1,463,66,4749,8312,2,17,3,3,2,2,0,0,2,2
523,1,1,2,1,4,3,1,37,0,3,4,3,2,1462,76,11865,13270,0,24,4,2,3,0,0,0,0,1
524,0,0,1,2,3,7,0,44,0,2,2,2,2,231,70,4456,13387,0,21,4,0,3,0,0,0,0,2
525,1,1,2,1,3,3,0,48,0,3,4,3,5,162,65,19585,8664,1,12,3,3,3,1,1,1,1,2
526,1,2,0,1,3,2,0,43,0,1,4,4,1,242,30,3471,15307,9,14,3,3,3,2,2,2,2,6
527,1,0,1,2,2,8,0,56,0,3,4,2,1,640,38,2085,3358,4,13,3,3,3,2,2,2,2,2
528,1,0,2,1,1,4,0,28,1,4,3,1,3,441,30,9061,14314,1,14,3,2,2,1,1,1,1,7
529,0,1,0,1,3,2,0,43,0,4,1,2,1,451,66,2775,6273,9,22,4,1,3,2,2,2,2,2
530,0,1,1,1,1,6,1,44,0,4,4,4,2,111,83,5297,17003,1,11,3,3,3,1,1,1,0,8
531,0,0,2,1,4,1,0,27,0,3,3,2,2,553,41,4787,9533,1,11,3,3,3,1,1,0,1,1
532,1,1,2,1,1,2,1,27,0,1,4,3,1,1271,75,3904,11160,1,13,3,2,3,1,1,0,1,18
533,0,1,2,1,1,6,0,52,0,3,3,3,2,1152,59,6453,5204,0,11,3,2,3,0,0,0,0,2
534,1,2,2,1,3,5,0,50,1,3,3,3,5,996,37,19420,15310,3,12,3,2,3,3,3,1,3,1
535,1,0,2,1,1,5,1,33,0,1,1,2,2,654,48,7735,21656,9,14,3,0,2,9,7,7,7,1
536,1,0,2,2,1,7,0,31,0,3,1,1,3,211,90,2313,14904,3,11,3,2,2,0,0,0,3,6
537,1,1,2,1,1,6,0,36,1,3,4,3,1,124,68,2404,2718,1,21,4,3,2,1,1,1,1,9
538,0,1,2,2,3,7,1,36,1,4,1,3,2,214,98,7393,6777,1,12,3,2,4,1,1,1,0,26
539,1,2,2,1,1,2,0,32,0,3,2,3,1,958,73,8228,13428,1,12,3,4,3,1,1,1,0,1
540,0,1,2,0,4,0,0,29,0,3,4,3,2,1299,87,6265,7482,1,11,3,3,3,1,1,1,1,11
541,0,2,0,1,0,5,1,39,1,1,3,3,3,1100,100,19717,3942,9,22,4,3,4,9,0,0,8,9
542,0,1,2,0,3,3,0,43,0,3,4,3,3,649,87,18438,21880,3,15,3,2,3,3,3,0,3,13
543,1,1,2,1,3,4,1,33,1,3,4,3,2,398,83,1983,18247,7,12,3,2,3,4,3,0,5,20
544,1,2,0,1,3,0,0,44,0,4,4,2,5,531,91,17218,12066,2,11,3,6,3,1,0,0,0,22
545,0,2,2,2,4,8,1,26,1,3,3,3,1,511,59,2991,24432,1,12,3,3,3,1,1,1,1,8
546,1,2,2,2,1,7,0,35,0,2,1,4,2,368,55,9608,13079,1,25,4,0,3,1,1,0,1,8
547,0,1,0,2,4,7,1,29,0,1,3,2,2,1253,92,5517,16540,1,23,4,2,3,1,1,1,1,22
548,1,1,2,1,3,0,0,42,0,4,4,3,3,1492,51,10942,15202,1,15,3,5,2,1,1,1,1,2
549,1,1,0,2,5,8,1,24,0,3,1,3,1,260,68,2758,26847,1,11,3,2,4,1,1,0,1,20
550,0,0,2,1,1,2,0,28,0,1,4,3,1,207,72,3933,24188,1,14,3,2,3,1,1,1,1,9
551,0,2,2,1,1,2,0,23,0,3,1,4,1,147,44,1129,13661,3,12,3,2,2,3,3,0,2,1
552,1,0,2,0,1,7,0,26,0,2,4,3,2,567,98,5787,8151,0,23,4,5,3,0,0,0,0,20
553,0,2,1,2,3,1,0,46,0,3,3,3,4,693,62,19164,15832,7,18,3,3,2,7,7,3,7,8
554,0,1,2,1,1,0,1,40,0,3,2,3,2,1110,82,4822,14933,4,17,3,2,4,4,4,2,2,2
555,1,2,1,1,1,6,0,29,1,1,3,4,2,256,99,4429,22015,1,17,3,3,2,1,0,0,1,18
556,0,2,1,0,2,7,0,50,1,3,1,3,3,1258,37,9040,5110,1,14,3,3,3,1,0,0,0,13
557,0,1,2,1,1,0,0,30,0,4,1,2,2,1495,60,5913,17133,7,15,3,2,1,6,0,0,2,23
558,1,1,2,1,1,2,0,28,0,3,1,2,1,750,70,2436,25923,1,22,4,2,3,1,1,0,1,9
559,0,2,2,1,1,5,0,45,0,2,3,3,4,209,47,13922,13175,2,16,3,3,3,2,2,2,2,2
560,1,1,2,1,3,2,0,36,0,3,4,2,1,109,56,2701,24001,1,13,3,1,2,1,1,1,1,27
561,0,2,0,2,2,7,0,45,0,3,2,3,2,337,86,4166,13456,7,19,3,3,2,6,2,0,2,22
562,0,2,2,2,1,3,0,56,0,3,3,3,4,490,33,13824,17729,9,12,3,2,2,9,7,6,7,2
563,1,1,0,2,5,7,0,32,0,2,1,4,2,1240,64,5352,12948,5,19,3,0,3,5,2,0,3,1
564,0,1,2,1,1,6,1,41,1,3,1,3,1,1450,53,3177,18789,3,12,3,2,2,2,2,2,2,8
565,0,1,0,1,1,0,0,43,0,3,3,4,4,1301,58,12428,9697,0,15,3,3,3,0,0,0,0,2
566,1,1,2,1,3,2,1,19,0,3,1,3,1,1390,70,3026,8700,6,17,3,2,1,6,2,0,2,1
567,1,2,2,1,1,6,0,33,0,3,4,3,1,1121,32,2018,26067,0,14,3,3,2,0,0,0,0,1
568,1,0,2,1,1,4,0,50,0,4,4,3,4,200,58,10096,23969,5,15,3,4,3,5,5,5,5,5
569,1,2,0,0,5,0,1,52,0,1,3,3,2,1492,33,5261,13767,7,16,3,3,2,7,2,1,2,2
570,1,1,2,1,3,0,0,44,0,3,4,3,5,150,84,15981,11389,2,23,4,2,2,1,0,0,0,12
571,1,0,2,2,2,7,0,46,0,4,2,2,3,142,85,7845,18400,2,17,3,3,3,2,2,0,2,10
572,1,0,2,0,3,3,0,50,0,3,3,3,4,628,57,10998,3588,3,21,4,3,3,3,2,2,2,26
573,0,1,2,1,3,6,1,30,0,4,3,3,1,1199,32,2050,3342,4,12,3,3,2,2,2,2,2,11
574,1,2,2,1,3,2,1,27,0,3,4,1,1,421,88,2290,2243,4,17,3,5,2,0,0,0,0,6
575,1,1,0,1,1,0,0,46,0,4,3,4,2,684,92,5958,23008,1,15,3,2,3,1,1,1,1,5
576,0,2,2,1,4,0,0,44,0,3,2,3,2,1307,31,5831,11213,2,14,3,6,4,2,2,2,2,24
577,1,1,2,1,4,6,1,29,0,2,4,2,1,1300,41,3737,6377,1,18,3,2,3,1,1,0,1,1
578,1,2,0,1,5,0,0,38,1,3,3,3,3,346,92,5620,21576,1,17,3,2,2,1,1,1,1,26
579,1,1,0,1,5,2,1,27,0,3,4,3,1,1110,71,4428,6062,1,13,3,5,3,1,1,0,0,16
580,0,0,2,1,5,2,1,34,1,2,4,3,1,1230,95,2717,5399,3,16,3,2,2,2,2,2,2,13
581,0,1,2,1,1,2,0,30,0,2,3,3,1,1490,85,2516,17410,2,13,3,2,2,2,0,0,2,2
582,0,1,2,2,5,8,0,29,0,3,2,3,1,392,37,2223,25571,1,16,3,4,3,1,1,1,1,23
583,0,2,2,1,3,4,0,41,0,4,4,3,2,111,79,5463,16966,7,13,3,4,4,5,3,1,2,2
584,0,1,2,1,3,2,0,54,0,3,2,3,1,222,34,3325,16735,2,12,3,2,3,2,2,2,2,17
585,0,2,2,1,1,2,0,32,1,3,1,4,2,1327,94,8839,16333,1,11,3,2,3,1,1,0,1,18
586,0,1,0,1,5,4,0,28,0,3,3,4,3,111,87,7949,15254,1,21,4,2,3,1,1,0,1,13
587,0,2,2,1,1,6,0,46,0,3,1,2,1,289,65,3376,20836,5,16,3,2,3,5,1,0,5,2
588,1,1,2,1,3,3,0,54,0,5,1,3,4,823,78,19382,21425,2,11,3,2,3,2,0,0,0,2
589,1,2,1,2,3,8,0,35,0,1,4,3,1,1281,51,2705,6850,6,14,3,1,3,4,3,1,3,1
590,0,1,0,1,1,4,0,42,0,4,4,2,2,1192,90,4408,21593,2,13,3,3,2,2,2,0,2,1
591,0,2,2,1,3,6,1,35,1,3,4,3,1,158,88,2013,26470,1,11,3,3,3,1,1,0,0,25
592,1,0,2,2,2,8,1,43,0,1,3,1,2,218,32,2578,2227,1,14,3,3,2,1,0,0,0,12
593,1,0,2,1,1,2,1,46,0,3,2,1,1,261,46,3712,2125,3,24,4,3,2,3,2,0,2,1
594,1,0,2,0,2,6,1,41,1,4,3,3,1,634,67,2344,4560,3,18,3,2,3,2,2,2,1,19
595,0,2,2,1,1,0,0,35,0,1,2,2,2,287,86,5665,21279,1,23,4,1,3,1,1,0,1,5
596,1,0,2,1,1,6,0,25,0,2,1,3,1,170,89,4800,16375,0,12,3,2,2,0,0,0,0,7
597,0,1,0,1,3,5,0,40,0,3,3,1,3,476,30,13806,4160,1,24,4,3,3,1,1,1,1,8
598,0,1,2,1,3,0,1,58,0,4,3,3,2,1282,52,6479,19784,6,15,3,2,3,2,2,2,2,8
599,0,2,2,1,3,2,1,40,0,3,4,3,2,442,34,5475,2227,2,13,3,3,4,2,2,0,2,9
600,1,0,1,1,3,2,0,30,0,1,1,3,1,1239,61,2323,24303,4,19,3,2,4,4,1,1,4,16
601,0,0,1,1,1,6,0,34,0,4,2,2,2,1492,76,4945,13052,2,25,4,3,3,2,2,1,0,2
602,1,1,2,1,1,6,0,24,1,3,1,2,1,677,70,2738,8927,1,14,3,6,4,1,0,0,0,3
603,0,2,1,2,1,7,0,26,1,3,3,3,3,275,71,5341,20394,1,15,3,6,3,1,0,0,0,20
604,0,2,2,1,3,2,0,43,0,3,3,4,1,863,73,2268,15781,8,12,3,2,3,2,2,0,2,1
605,0,0,0,1,1,4,1,35,0,4,4,3,2,313,68,4249,15579,2,16,3,2,3,2,0,0,0,10
606,0,1,2,1,5,2,0,25,0,3,1,3,1,727,84,2384,6937,1,21,4,3,3,1,1,0,1,1
607,0,2,2,1,1,2,1,41,0,4,1,3,1,1232,70,2018,6845,2,25,4,2,3,1,0,0,0,6
608,1,1,2,2,1,7,0,36,0,4,3,3,2,917,45,5477,14662,1,21,4,2,3,1,1,1,1,1
609,1,2,1,2,1,7,0,30,0,3,1,2,2,1426,43,6513,14493,0,19,3,3,3,0,0,0,0,25
610,1,1,1,1,1,6,0,34,0,2,3,2,1,1389,45,2814,4563,1,18,3,2,3,1,1,1,0,1
611,0,2,0,1,1,6,0,26,0,3,4,1,1,1416,56,2707,6457,0,20,4,2,3,0,0,0,0,11
612,0,0,2,2,2,7,0,43,0,4,3,3,2,837,39,6339,23005,2,14,3,2,3,2,0,0,2,2
613,0,1,0,1,1,2,0,24,1,1,3,1,1,627,54,2310,15932,0,17,3,6,3,0,0,0,0,2
614,1,0,2,2,2,7,0,35,0,5,1,3,2,309,100,6308,14879,1,12,3,3,2,1,1,1,1,9
615,0,0,1,1,4,6,1,36,0,4,4,3,1,564,75,4029,18363,1,11,3,3,2,1,1,1,1,8
616,1,1,2,2,1,7,1,33,1,4,2,3,2,1148,89,4502,24412,3,15,3,2,1,2,2,2,2,22
617,1,0,2,1,5,2,0,30,0,4,3,4,2,111,63,2331,26933,3,13,3,4,3,1,0,0,0,1
618,1,0,0,1,4,0,0,45,0,3,2,3,2,320,81,4262,3991,9,18,3,2,3,4,4,0,4,1
619,1,1,2,1,3,0,0,38,0,3,1,3,2,604,41,6294,8622,7,13,3,2,3,5,2,0,1,2
620,1,2,0,1,3,2,0,39,1,4,3,1,1,1369,61,2433,12756,3,12,3,2,1,3,0,0,3,2
621,1,1,2,1,1,3,1,32,0,3,3,2,3,111,47,16084,14897,7,14,3,1,2,7,7,7,6,13
622,1,2,2,1,3,5,0,45,0,3,4,3,3,194,44,18246,17587,9,21,4,3,3,5,4,1,2,7
623,1,2,2,2,1,7,0,30,0,5,1,3,2,609,60,4697,21415,0,11,3,2,3,0,0,0,0,4
624,0,0,0,2,0,7,1,26,1,2,2,3,2,778,31,5410,25506,1,15,3,2,4,1,1,1,1,9
625,0,1,2,1,3,3,0,55,0,3,1,4,4,905,59,19847,15650,7,11,4,0,3,6,2,1,3,11
626,0,2,2,2,2,7,1,36,0,4,2,2,2,341,36,4848,10709,1,15,3,6,2,1,1,1,1,16
627,1,1,2,1,5,6,0,35,1,2,1,2,1,963,38,2186,16088,1,13,3,5,1,1,1,1,1,4
628,0,2,2,1,1,2,0,33,0,2,3,3,1,367,31,3250,6273,1,14,3,2,2,1,0,0,1,8
629,0,2,1,1,3,6,0,21,0,1,3,1,1,976,60,2084,7962,1,14,3,0,3,1,0,0,0,6
630,0,2,2,2,2,3,0,52,0,3,2,3,4,826,100,16140,9890,4,11,3,2,4,2,2,2,2,12
631,1,2,1,1,1,2,0,25,0,2,3,1,2,704,92,2190,22525,1,13,3,2,3,1,1,1,1,2
632,1,2,2,1,1,6,0,22,0,1,3,4,1,247,80,2591,2956,1,14,3,3,3,0,0,0,0,11
633,1,2,2,1,1,5,0,50,0,3,4,2,3,1491,93,13290,2227,7,12,3,3,3,7,4,1,7,4
634,0,2,2,0,5,3,0,55,0,3,2,4,3,111,56,19181,3518,2,23,4,3,3,2,2,2,2,24
635,0,2,2,2,1,8,0,18,1,1,4,1,1,1145,38,2234,5512,1,11,3,2,3,1,0,0,0,18
636,0,2,0,2,1,8,1,29,0,1,4,3,1,190,74,2162,20207,3,13,3,3,3,2,2,2,2,2
637,1,2,2,1,3,2,0,38,0,3,4,3,1,1462,91,2265,10856,0,16,3,3,3,0,0,0,0,1
638,1,1,2,1,1,2,1,24,1,3,4,3,1,1393,80,3341,26914,1,11,3,3,4,1,1,0,1,1
639,1,2,2,1,1,6,0,28,0,1,4,4,1,671,91,2342,26914,1,22,4,0,3,0,0,0,0,13
640,0,1,2,1,1,6,0,37,0,3,4,2,1,572,73,3071,4772,0,14,3,3,4,0,0,0,0,1
641,1,2,2,1,3,6,0,20,0,3,1,4,1,862,50,2426,15888,1,16,3,0,2,1,1,1,1,3
642,0,0,2,1,2,5,0,44,0,4,2,3,3,594,88,10504,2612,9,19,3,2,2,9,0,0,0,13
643,1,1,2,1,4,6,0,56,1,3,2,2,1,212,97,2700,17012,8,13,3,3,3,2,2,2,0,6
644,1,2,2,2,2,7,0,40,0,4,2,3,2,107,63,5348,22777,8,12,3,1,3,8,1,1,8,6
645,0,0,0,2,4,7,1,33,1,3,2,1,3,307,74,18132,22358,3,22,4,2,3,1,1,0,3,23
646,1,2,2,1,1,2,0,22,1,2,4,2,1,1115,99,2728,18156,1,12,3,5,3,0,0,0,0,5
647,1,2,2,1,3,4,0,58,0,3,4,2,2,665,46,5245,4232,3,22,4,2,2,3,3,3,3,8
648,0,1,2,2,4,8,1,35,1,3,4,3,1,1285,60,2102,15758,3,11,3,5,3,1,0,0,0,2
649,1,1,0,1,1,4,0,34,0,4,4,4,3,996,80,9095,2137,2,13,3,2,3,2,2,0,2,24
650,0,2,2,1,3,6,1,29,1,3,3,2,1,811,86,2835,2243,7,23,4,4,3,2,2,1,2,1
651,0,2,2,1,3,2,0,31,0,3,3,3,1,111,96,3375,22821,1,15,3,5,2,1,1,0,1,4
652,0,2,2,1,1,0,0,30,0,2,3,2,2,386,44,4878,16236,2,12,3,2,3,1,0,0,0,1
653,0,2,2,1,1,2,1,49,1,3,3,3,1,843,46,3972,11702,8,11,3,2,3,0,0,0,0,3
654,1,1,2,0,3,1,0,36,1,3,1,2,1,923,94,4753,8065,3,12,3,2,2,1,0,0,0,8
655,1,0,2,1,4,2,0,37,0,2,3,3,2,550,58,5742,12199,2,15,3,2,3,2,2,0,2,6
656,1,0,0,1,1,6,0,45,0,4,3,2,1,179,51,2320,16021,2,12,3,5,3,2,1,1,2,4
657,0,0,0,1,1,0,0,40,0,4,4,3,2,462,90,5480,24902,0,11,3,1,3,0,0,0,0,12
658,1,0,2,1,3,4,0,58,0,2,4,2,3,1386,82,10029,11675,2,12,3,3,2,2,2,1,1,5
659,1,1,2,1,5,2,0,26,0,4,3,3,1,471,81,3823,17755,1,12,3,3,2,1,1,0,1,7
660,1,2,2,2,2,7,1,57,0,3,3,3,2,326,58,4709,20850,5,19,3,3,3,1,1,1,5,2
661,1,1,2,1,5,5,0,46,0,4,1,2,3,1216,97,10730,26933,1,18,3,3,3,1,1,0,1,1
662,1,0,2,1,3,2,0,29,0,1,3,3,1,368,37,7062,21533,0,23,4,2,3,0,0,0,0,2
663,1,2,0,2,1,7,1,24,1,2,2,2,2,420,47,6703,3350,1,11,3,0,3,1,1,1,0,4
664,0,0,0,1,3,5,0,42,0,4,2,4,4,156,41,10293,16369,2,24,4,0,3,1,0,0,2,22
665,1,1,2,1,5,6,0,27,1,3,3,3,1,1008,46,2607,26897,1,25,4,2,3,1,0,0,0,17
666,0,1,0,1,1,6,0,34,1,4,3,3,2,1208,95,5547,13863,1,20,4,1,2,1,1,1,1,18
667,0,2,1,1,5,1,0,44,0,4,4,2,1,136,53,3512,14055,2,15,3,2,4,1,0,0,0,1
668,0,2,0,1,3,6,1,41,0,2,3,3,1,1034,66,2980,2125,9,23,4,5,3,1,0,0,0,14
669,0,2,2,2,2,7,0,55,0,3,4,2,3,171,71,19833,24493,2,19,3,2,3,2,2,1,2,20
670,0,0,2,1,3,4,0,40,0,1,1,3,2,689,57,4142,17598,1,20,4,3,3,1,1,1,1,1
671,0,0,2,2,1,7,0,33,0,4,3,3,2,417,64,6670,25173,1,11,3,3,3,1,1,0,0,15
672,0,2,2,2,3,7,0,30,0,4,3,3,2,1482,32,5831,16309,1,11,3,3,3,1,1,1,1,12
673,0,2,0,1,1,4,1,29,0,2,4,3,2,516,52,4944,16690,2,12,3,2,3,2,2,2,2,7
674,0,1,0,1,3,4,0,29,0,4,4,2,2,1412,49,5098,12737,2,11,3,2,1,2,2,0,2,11
675,0,0,2,2,2,7,1,29,0,1,1,3,2,992,91,4157,11439,6,12,3,5,3,3,2,1,2,6
676,1,1,2,2,1,8,1,32,0,3,4,3,1,1025,85,2396,4887,0,18,3,3,3,0,0,0,0,1
677,0,1,2,1,4,2,0,29,1,3,3,3,1,327,59,3996,5049,9,14,3,3,3,3,2,0,2,4
678,0,1,1,2,1,3,1,52,0,3,4,1,3,651,65,19363,23711,5,14,3,3,4,5,5,0,5,10
679,1,1,0,1,1,3,0,34,0,1,4,1,4,221,44,18327,20859,4,14,3,3,3,4,4,4,4,28
680,1,2,1,2,2,7,1,36,1,3,1,3,2,580,84,4513,10816,1,11,3,2,1,1,1,1,1,7
681,1,2,2,1,1,2,0,46,0,3,1,4,1,233,87,3086,9132,9,15,3,0,3,4,4,1,4,3
682,1,1,2,2,3,3,1,51,0,3,3,3,3,799,34,18223,7446,4,12,3,3,3,4,4,4,4,8
683,1,0,2,1,3,0,0,33,0,4,2,2,3,1133,71,19797,22544,2,13,3,3,3,2,2,1,2,8
684,1,1,2,2,3,7,1,31,0,3,3,2,2,620,98,1331,9234,1,12,3,2,3,1,1,0,1,5
685,1,1,2,1,3,0,1,40,0,4,2,3,2,109,94,4631,9289,4,14,3,2,3,4,2,1,2,16
686,1,1,2,1,5,4,0,32,0,2,2,4,2,334,83,4848,13475,1,22,4,2,3,1,1,1,1,27
687,0,1,0,2,2,7,0,47,0,3,4,3,3,1151,86,7099,9447,3,21,4,2,2,3,3,1,3,12
688,1,1,2,2,1,7,0,42,0,4,4,4,2,865,88,4500,25898,3,22,4,2,3,3,3,3,3,1
689,0,0,1,1,5,4,0,53,0,3,1,4,2,548,99,4813,16389,2,25,4,2,1,2,2,1,2,14
690,1,1,1,1,4,2,1,27,1,2,3,3,1,981,35,2799,18175,2,13,3,2,3,1,0,0,0,10
691,0,1,2,1,3,2,0,31,1,4,1,2,1,662,84,2914,3202,1,14,3,4,3,1,1,1,1,9
692,0,0,2,2,3,7,0,41,0,5,2,1,2,884,97,5720,16656,5,21,4,2,3,0,0,0,0,2
693,0,1,2,2,2,7,0,42,0,2,4,3,2,138,75,4732,14050,4,15,3,5,3,2,2,1,2,24
694,0,2,1,1,3,2,0,44,0,2,3,3,2,1378,45,5269,10941,1,14,3,3,4,1,1,1,1,9
695,0,1,0,1,1,0,0,44,0,2,4,1,3,1243,77,10973,13674,8,15,3,2,2,8,1,1,3,3
696,0,2,2,2,3,7,0,36,0,2,3,2,3,703,51,9202,22229,1,22,4,3,3,1,1,1,1,1
697,0,2,2,1,5,6,0,27,0,1,4,2,1,227,62,2593,9359,1,12,3,3,3,1,1,1,0,13
698,1,1,2,2,1,7,0,42,0,2,3,2,2,364,74,6856,23056,5,12,3,3,4,1,0,0,0,29
699,1,0,2,1,3,4,0,59,0,5,4,2,4,289,96,10921,15570,9,13,3,4,4,9,5,1,9,8
700,1,2,2,2,3,7,0,31,0,3,3,3,2,830,30,6285,17656,6,14,3,3,3,1,0,0,0,3
701,0,2,2,2,1,8,0,34,0,3,4,3,2,1370,97,5769,21444,1,11,3,6,3,1,1,0,1,27
702,0,1,2,1,1,0,1,24,0,1,4,2,2,1456,96,7628,3318,1,19,3,3,3,1,1,1,0,2
703,0,1,0,1,1,4,0,38,0,4,4,2,3,107,64,4213,20153,7,17,3,1,3,7,7,1,7,1
704,0,0,2,1,5,2,1,34,1,2,3,1,1,760,66,2848,9150,4,13,3,3,3,1,0,0,0,14
705,1,1,2,2,1,7,0,35,0,3,3,1,2,565,78,4895,5680,1,23,4,5,3,1,1,1,0,16
